"No.","Time","Source","Destination","Protocol","Length","Info"
"405254","2016-09-27 16:46:33.275965","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xd0ce AAAA www.example.net"
"405257","2016-09-27 16:46:33.307628","192.168.1.240","93.184.216.34","TCP","74","37093  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=68059165 TSecr=0 WS=16"
"405259","2016-09-27 16:46:33.425541","192.168.1.240","93.184.216.34","TCP","66","37092  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=68059196 TSecr=2692959492"
"405261","2016-09-27 16:46:33.460638","192.168.1.240","93.184.216.34","TCP","66","37093  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68059205 TSecr=757854099"
"405262","2016-09-27 16:46:33.462061","192.168.1.240","93.184.216.34","TCP","66","37093  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68059205 TSecr=757854099"
"405263","2016-09-27 16:46:33.464124","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xc9c9 A www.example.org"
"405264","2016-09-27 16:46:33.464271","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xe68d AAAA www.example.org"
"405267","2016-09-27 16:46:33.489262","192.168.1.240","93.184.216.34","TCP","74","37094  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=68059212 TSecr=0 WS=16"
"405269","2016-09-27 16:46:33.616451","192.168.1.240","93.184.216.34","TCP","66","37093  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=68059244 TSecr=757854137"
"405271","2016-09-27 16:46:33.636157","192.168.1.240","93.184.216.34","TCP","66","37094  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68059250 TSecr=510285587"
"405272","2016-09-27 16:46:33.636790","192.168.1.240","93.184.216.34","TCP","66","37094  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68059250 TSecr=510285587"
"405274","2016-09-27 16:46:33.789647","192.168.1.240","93.184.216.34","TCP","66","37094  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=68059289 TSecr=510285624"
"405290","2016-09-27 16:46:38.030839","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"405294","2016-09-27 16:46:38.628613","192.168.1.240","176.32.100.25","TCP","54","58148  >  443 [ACK] Seq=11123 Ack=10953 Win=27744 Len=0"
"405295","2016-09-27 16:46:38.629175","192.168.1.240","176.32.100.25","TLSv1.2","95","Application Data"
"405340","2016-09-27 16:46:43.522789","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"405374","2016-09-27 16:46:50.105037","192.168.1.240","96.244.96.19","NTP","90","NTP Version 4, client"
"405385","2016-09-27 16:46:51.992682","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"405418","2016-09-27 16:46:57.485210","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"405483","2016-09-27 16:47:08.656747","192.168.1.240","176.32.100.25","TLSv1.2","95","Application Data"
"405490","2016-09-27 16:47:08.929062","192.168.1.240","176.32.100.25","TCP","54","58148  >  443 [ACK] Seq=11205 Ack=10994 Win=27744 Len=0"
"405506","2016-09-27 16:47:10.548786","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"405539","2016-09-27 16:47:14.886934","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"405575","2016-09-27 16:47:19.018173","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"405626","2016-09-27 16:47:28.722423","192.168.1.240","198.38.16.1","NTP","90","NTP Version 4, client"
"405675","2016-09-27 16:47:37.574180","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"405679","2016-09-27 16:47:38.633112","192.168.1.240","176.32.100.25","TCP","54","58148  >  443 [ACK] Seq=11205 Ack=11035 Win=27744 Len=0"
"405680","2016-09-27 16:47:38.633225","192.168.1.240","176.32.100.25","TLSv1.2","95","Application Data"
"405695","2016-09-27 16:47:43.636144","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"405696","2016-09-27 16:47:43.975579","192.168.1.240","96.244.96.19","NTP","90","NTP Version 4, client"
"405709","2016-09-27 16:47:46.043511","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"405714","2016-09-27 16:47:47.324018","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"405820","2016-09-27 16:48:04.597184","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"405841","2016-09-27 16:48:08.661327","192.168.1.240","176.32.100.25","TLSv1.2","95","Application Data"
"405845","2016-09-27 16:48:09.116483","192.168.1.240","176.32.100.25","TLSv1.2","95","[TCP Spurious Retransmission] , Application Data"
"405850","2016-09-27 16:48:09.385981","192.168.1.240","176.32.100.25","TCP","54","58148  >  443 [ACK] Seq=11287 Ack=11076 Win=27744 Len=0"
"405866","2016-09-27 16:48:13.069799","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"405870","2016-09-27 16:48:13.892787","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"405983","2016-09-27 16:48:31.622933","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"406024","2016-09-27 16:48:38.582957","192.168.1.240","96.244.96.19","NTP","90","NTP Version 4, client"
"406026","2016-09-27 16:48:38.628963","192.168.1.240","176.32.100.25","TCP","54","58148  >  443 [ACK] Seq=11287 Ack=11117 Win=27744 Len=0"
"406027","2016-09-27 16:48:38.629072","192.168.1.240","176.32.100.25","TLSv1.2","95","Application Data"
"406033","2016-09-27 16:48:40.096913","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"406040","2016-09-27 16:48:41.878914","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"406076","2016-09-27 16:48:43.639956","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"406156","2016-09-27 16:48:58.644703","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"406172","2016-09-27 16:49:05.138844","AmazonTe_56:cc:d3","Tp-LinkT_51:33:e9","EAPOL","113","Key (Group Message 2 of 2)"
"406192","2016-09-27 16:49:07.124314","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"406199","2016-09-27 16:49:08.658524","192.168.1.240","176.32.100.25","TLSv1.2","95","Application Data"
"406202","2016-09-27 16:49:08.917051","192.168.1.240","176.32.100.25","TCP","54","58148  >  443 [ACK] Seq=11369 Ack=11158 Win=27744 Len=0"
"406231","2016-09-27 16:49:13.889895","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"406298","2016-09-27 16:49:25.669925","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"406329","2016-09-27 16:49:30.138220","192.168.1.240","96.244.96.19","NTP","90","NTP Version 4, client"
"406341","2016-09-27 16:49:34.151526","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"406346","2016-09-27 16:49:35.452284","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"406363","2016-09-27 16:49:38.628217","192.168.1.240","176.32.100.25","TCP","54","58148  >  443 [ACK] Seq=11369 Ack=11199 Win=27744 Len=0"
"406364","2016-09-27 16:49:38.628876","192.168.1.240","176.32.100.25","TLSv1.2","95","Application Data"
"406429","2016-09-27 16:49:52.697145","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"406493","2016-09-27 16:50:01.172955","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"406517","2016-09-27 16:50:08.657878","192.168.1.240","176.32.100.25","TLSv1.2","95","Application Data"
"406521","2016-09-27 16:50:08.920824","192.168.1.240","176.32.100.25","TCP","54","58148  >  443 [ACK] Seq=11451 Ack=11240 Win=27744 Len=0"
"406544","2016-09-27 16:50:13.881996","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"406598","2016-09-27 16:50:19.724280","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"406613","2016-09-27 16:50:22.725013","192.168.1.240","96.244.96.19","NTP","90","NTP Version 4, client"
"406638","2016-09-27 16:50:27.956182","192.168.1.240","72.21.192.213","NTP","90","NTP Version 4, client"
"406640","2016-09-27 16:50:28.198387","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"406693","2016-09-27 16:50:38.625092","192.168.1.240","176.32.100.25","TCP","54","58148  >  443 [ACK] Seq=11451 Ack=11281 Win=27744 Len=0"
"406694","2016-09-27 16:50:38.625209","192.168.1.240","176.32.100.25","TLSv1.2","95","Application Data"
"406736","2016-09-27 16:50:46.750120","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"406765","2016-09-27 16:50:50.186932","192.168.1.240","107.170.224.8","NTP","90","NTP Version 4, client"
"406772","2016-09-27 16:50:50.890252","192.168.1.240","72.21.207.109","TLSv1","91","Encrypted Alert"
"406773","2016-09-27 16:50:50.908453","192.168.1.240","72.21.207.109","TCP","54","40351  >  443 [RST, ACK] Seq=2997 Ack=3238 Win=13152 Len=0"
"406774","2016-09-27 16:50:50.909596","192.168.1.240","192.168.1.1","DNS","88","Standard query 0x8cf2 A device-metrics-us.amazon.com"
"406786","2016-09-27 16:50:53.623813","192.168.1.240","176.32.100.25","TLSv1.2","154","Application Data"
"406793","2016-09-27 16:50:55.226724","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"406794","2016-09-27 16:50:55.302556","192.168.1.240","8.8.8.8","DNS","88","Standard query 0x8cf2 A device-metrics-us.amazon.com"
"406796","2016-09-27 16:50:55.310237","192.168.1.240","72.21.207.120","TCP","74","50534  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=68126238 TSecr=0 WS=16"
"406798","2016-09-27 16:50:55.354532","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"406800","2016-09-27 16:50:55.530483","192.168.1.240","72.21.207.120","TCP","54","50534  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0"
"406801","2016-09-27 16:50:55.653439","192.168.1.240","72.21.207.120","TLSv1","571","Client Hello"
"406806","2016-09-27 16:50:55.882767","192.168.1.240","72.21.207.120","TCP","54","50534  >  443 [ACK] Seq=518 Ack=1461 Win=7312 Len=0"
"406807","2016-09-27 16:50:55.882870","192.168.1.240","72.21.207.120","TCP","54","50534  >  443 [ACK] Seq=518 Ack=2921 Win=10224 Len=0"
"406808","2016-09-27 16:50:55.882933","192.168.1.240","72.21.207.120","TCP","54","50534  >  443 [ACK] Seq=518 Ack=2976 Win=10224 Len=0"
"406811","2016-09-27 16:50:55.896823","192.168.1.240","72.21.207.120","TLSv1","380","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"406814","2016-09-27 16:50:56.129041","192.168.1.240","72.21.207.120","TCP","54","50534  >  443 [ACK] Seq=844 Ack=3035 Win=10224 Len=0"
"406815","2016-09-27 16:50:56.131375","192.168.1.240","72.21.207.120","TLSv1","1514","Application Data"
"406816","2016-09-27 16:50:56.131475","192.168.1.240","72.21.207.120","TLSv1","396","Application Data"
"406820","2016-09-27 16:50:56.350812","192.168.1.240","72.21.207.120","TLSv1","368","Application Data, Application Data"
"406826","2016-09-27 16:50:56.624050","192.168.1.240","72.21.207.120","TCP","54","50534  >  443 [ACK] Seq=2960 Ack=3200 Win=13152 Len=0"
"406838","2016-09-27 16:50:57.733987","192.168.1.240","72.21.207.120","TCP","54","50534  >  443 [ACK] Seq=2960 Ack=3237 Win=13152 Len=0"
"406839","2016-09-27 16:50:57.786741","192.168.1.240","72.21.207.120","TCP","54","50534  >  443 [ACK] Seq=2960 Ack=3238 Win=13152 Len=0"
"406971","2016-09-27 16:51:13.774077","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"407008","2016-09-27 16:51:22.312496","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"407013","2016-09-27 16:51:23.654586","192.168.1.240","176.32.100.25","TLSv1.2","95","Application Data"
"407017","2016-09-27 16:51:23.913164","192.168.1.240","176.32.100.25","TCP","54","58148  >  443 [ACK] Seq=11633 Ack=11322 Win=27744 Len=0"
"407064","2016-09-27 16:51:33.021190","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=18495/16200, ttl=64 (reply in 407065)"
"407070","2016-09-27 16:51:34.023756","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407071)"
"407072","2016-09-27 16:51:34.026800","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407073)"
"407074","2016-09-27 16:51:34.030485","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407075)"
"407076","2016-09-27 16:51:34.034376","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407077)"
"407078","2016-09-27 16:51:34.039363","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407079)"
"407080","2016-09-27 16:51:34.042742","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407081)"
"407082","2016-09-27 16:51:34.046082","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407083)"
"407084","2016-09-27 16:51:34.049894","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407085)"
"407086","2016-09-27 16:51:34.053729","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407087)"
"407088","2016-09-27 16:51:34.062407","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407089)"
"407090","2016-09-27 16:51:34.065693","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407091)"
"407092","2016-09-27 16:51:34.069714","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407094)"
"407095","2016-09-27 16:51:34.074588","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407096)"
"407097","2016-09-27 16:51:34.077372","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407098)"
"407099","2016-09-27 16:51:34.082323","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407100)"
"407101","2016-09-27 16:51:34.085128","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407102)"
"407103","2016-09-27 16:51:34.088830","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407104)"
"407105","2016-09-27 16:51:34.092992","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407106)"
"407107","2016-09-27 16:51:34.098323","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=35404/19594, ttl=64 (reply in 407108)"
"407109","2016-09-27 16:51:34.110756","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x1ac3 A www.example.com"
"407110","2016-09-27 16:51:34.110927","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xa780 AAAA www.example.com"
"407113","2016-09-27 16:51:34.145171","192.168.1.240","93.184.216.34","TCP","74","44372  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=68136180 TSecr=0 WS=16"
"407116","2016-09-27 16:51:34.296025","192.168.1.240","93.184.216.34","TCP","66","44372  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68136219 TSecr=2691650978"
"407117","2016-09-27 16:51:34.296610","192.168.1.240","93.184.216.34","TCP","66","44372  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68136219 TSecr=2691650978"
"407118","2016-09-27 16:51:34.298624","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xcca4 A www.example.net"
"407119","2016-09-27 16:51:34.298771","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xec43 AAAA www.example.net"
"407122","2016-09-27 16:51:34.326249","192.168.1.240","93.184.216.34","TCP","74","44373  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=68136226 TSecr=0 WS=16"
"407124","2016-09-27 16:51:34.448327","192.168.1.240","93.184.216.34","TCP","66","44372  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=68136258 TSecr=2691651016"
"407126","2016-09-27 16:51:34.475446","192.168.1.240","93.184.216.34","TCP","66","44373  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68136264 TSecr=2712536864"
"407127","2016-09-27 16:51:34.475662","192.168.1.240","93.184.216.34","TCP","66","44373  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68136264 TSecr=2712536864"
"407128","2016-09-27 16:51:34.475751","192.168.1.240","8.8.8.8","DNS","75","Standard query 0xa547 A www.example.org"
"407129","2016-09-27 16:51:34.475877","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x9e89 AAAA www.example.org"
"407132","2016-09-27 16:51:34.491601","192.168.1.240","93.184.216.34","TCP","74","44374  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=68136268 TSecr=0 WS=16"
"407134","2016-09-27 16:51:34.624229","192.168.1.240","93.184.216.34","TCP","66","44373  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=68136303 TSecr=2712536901"
"407136","2016-09-27 16:51:34.647526","192.168.1.240","93.184.216.34","TCP","66","44374  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68136309 TSecr=2544545870"
"407137","2016-09-27 16:51:34.647658","192.168.1.240","93.184.216.34","TCP","66","44374  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68136309 TSecr=2544545870"
"407139","2016-09-27 16:51:34.804039","192.168.1.240","93.184.216.34","TCP","66","44374  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=68136348 TSecr=2544545908"
"407154","2016-09-27 16:51:38.034137","AmazonTe_56:cc:d3","Tp-LinkT_51:33:ea","ARP","42","192.168.1.240 is at 44:65:0d:56:cc:d3"
"407158","2016-09-27 16:51:38.632895","192.168.1.240","176.32.100.25","TCP","54","58148  >  443 [ACK] Seq=11633 Ack=11363 Win=27744 Len=0"
"407159","2016-09-27 16:51:38.633012","192.168.1.240","176.32.100.25","TLSv1.2","95","Application Data"
"407165","2016-09-27 16:51:40.799790","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"407219","2016-09-27 16:51:49.276802","192.168.1.240","23.23.189.20","UDP","191","47532  >  33434 Len=149"
"407330","2016-09-27 16:52:07.584786","192.168.1.240","176.32.100.25","TLSv1.2","85","Encrypted Alert"
"407331","2016-09-27 16:52:07.601841","192.168.1.240","176.32.100.25","TCP","54","58148  >  443 [FIN, ACK] Seq=11705 Ack=11363 Win=27744 Len=0"
"407332","2016-09-27 16:52:07.683343","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=20306/21071, ttl=64 (reply in 407333)"
"407334","2016-09-27 16:52:07.687786","192.168.1.240","224.0.0.22","IGMPv3","54","Membership Report / Leave group 239.255.255.250"
"407337","2016-09-27 16:52:07.775882","192.168.1.240","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"407338","2016-09-27 16:52:07.787934","192.168.1.240","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"407339","2016-09-27 16:52:07.788523","192.168.1.240","8.8.8.8","DNS","80","Standard query 0xf2a2 A pindorama.amazon.com"
"407342","2016-09-27 16:52:07.811976","192.168.1.240","176.32.100.25","TCP","54","58148  >  443 [RST] Seq=11705 Win=0 Len=0"
"407344","2016-09-27 16:52:07.823145","192.168.1.240","176.32.100.25","TCP","54","58148  >  443 [RST] Seq=11706 Win=0 Len=0"
"407345","2016-09-27 16:52:07.826952","192.168.1.240","23.23.189.20","UDP","201","49280  >  33434 Len=159"
"407347","2016-09-27 16:52:07.928980","192.168.1.240","176.32.98.204","TCP","74","60316  >  443 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=68144829 TSecr=0 WS=16"
"407350","2016-09-27 16:52:08.139628","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=1 Ack=1 Win=4384 Len=0"
"407351","2016-09-27 16:52:08.254905","192.168.1.240","176.32.98.204","TLSv1.2","371","Client Hello"
"407357","2016-09-27 16:52:08.491609","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=318 Ack=1461 Win=7312 Len=0"
"407358","2016-09-27 16:52:08.495039","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=318 Ack=2921 Win=10224 Len=0"
"407359","2016-09-27 16:52:08.495135","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=318 Ack=3294 Win=13152 Len=0"
"407360","2016-09-27 16:52:08.532434","192.168.1.240","176.32.98.204","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"407361","2016-09-27 16:52:08.684358","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407362)"
"407363","2016-09-27 16:52:08.690664","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407364)"
"407365","2016-09-27 16:52:08.694489","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407366)"
"407367","2016-09-27 16:52:08.699437","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407368)"
"407369","2016-09-27 16:52:08.703417","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407370)"
"407373","2016-09-27 16:52:08.706123","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407374)"
"407375","2016-09-27 16:52:08.709909","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407376)"
"407377","2016-09-27 16:52:08.713853","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407378)"
"407379","2016-09-27 16:52:08.718143","192.168.1.240","192.168.1.1","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407380)"
"407381","2016-09-27 16:52:08.723843","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407382)"
"407383","2016-09-27 16:52:08.729553","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407384)"
"407385","2016-09-27 16:52:08.733578","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407386)"
"407387","2016-09-27 16:52:08.737461","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407388)"
"407391","2016-09-27 16:52:08.742695","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=444 Ack=3345 Win=13152 Len=0"
"407392","2016-09-27 16:52:08.743694","192.168.1.240","8.8.8.8","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407393)"
"407394","2016-09-27 16:52:08.760383","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407395)"
"407396","2016-09-27 16:52:08.767281","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407397)"
"407399","2016-09-27 16:52:08.784631","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407400)"
"407401","2016-09-27 16:52:08.788396","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407402)"
"407403","2016-09-27 16:52:08.792092","192.168.1.240","208.67.220.220","ICMP","98","Echo (ping) request  id=0xac05, seq=27032/39017, ttl=64 (reply in 407404)"
"407405","2016-09-27 16:52:08.795901","192.168.1.240","176.32.98.204","TCP","1514","60316  >  443 [ACK] Seq=444 Ack=3345 Win=13152 Len=1460 [TCP segment of a reassembled PDU]"
"407406","2016-09-27 16:52:08.796391","192.168.1.240","176.32.98.204","TLSv1.2","432","Application Data"
"407407","2016-09-27 16:52:08.802797","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x6069 A www.example.com"
"407408","2016-09-27 16:52:08.802952","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x14cd AAAA www.example.com"
"407411","2016-09-27 16:52:08.830753","192.168.1.240","93.184.216.34","TCP","74","44376  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=68145059 TSecr=0 WS=16"
"407413","2016-09-27 16:52:08.987360","192.168.1.240","93.184.216.34","TCP","66","44376  >  80 [ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68145100 TSecr=30603970"
"407414","2016-09-27 16:52:08.988017","192.168.1.240","93.184.216.34","TCP","66","44376  >  80 [FIN, ACK] Seq=1 Ack=1 Win=4384 Len=0 TSval=68145100 TSecr=30603970"
"407415","2016-09-27 16:52:08.989775","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x9d13 A www.example.net"
"407416","2016-09-27 16:52:08.989929","192.168.1.240","8.8.8.8","DNS","75","Standard query 0x8e21 AAAA www.example.net"
"407421","2016-09-27 16:52:09.017479","192.168.1.240","93.184.216.34","TCP","74","44377  >  80 [SYN] Seq=0 Win=4380 Len=0 MSS=1460 SACK_PERM=1 TSval=68145107 TSecr=0 WS=16"
"407423","2016-09-27 16:52:09.124543","192.168.1.240","176.32.98.204","TCP","54","60316  >  443 [ACK] Seq=2282 Ack=3688 Win=16064 Len=0"
"407425","2016-09-27 16:52:09.138065","192.168.1.240","93.184.216.34","TCP","66","44376  >  80 [ACK] Seq=2 Ack=2 Win=4384 Len=0 TSval=68145138 TSecr=30604009"
